ART_ID,CODE,CONTEXT,COUNTRY,CONDITION,ARTEFACT,SUB_CATEGORY,LONGITUDE,LATITUDE,RECOVERY_METHOD,CLASSIFICATION,BP_ASSOCIATION,TP_ASSOCIATION,ABS_DATE_METHOD,ABS_DATE_1,ABS_DATE_STD_1,ABS_DATE_ID_1,ABS_DATE_2,ABS_DATE_STD_2,ABS_DATE_ID_2,ABS_DATE_3,ABS_DATE_STD_3,ABS_DATE_ID_3,ABS_DATE_4,ABS_DATE_STD_4,ABS_DATE_ID_4,ABS_DATE_5,ABS_DATE_STD_5,ABS_DATE_ID_5,RELAT_DATE_METHOD,RELAT_DATE_CHRONO,RAW_MAT,DORS_BLADE_PROF,BLADE_DET,BLADE_CURV,DORSAL_PATTERN,BULB_MORPH,CONUS_FORM,BUTT_MORPH,BUTT_PREP_1,BUTT_PREP_2,CORE_MORPH,PLAT_REJUV,CORE_METHOD,CORE_DIRECTIONALITY,CORE_TABLET_REJUV,CORE_FLAKE_REJUV,CORE_FRONT_REJUV,CORE_DIST_REJUV,CORE_SIDE_REJUV,TANG_ORIENTATION,WEIGHT,LENGTH,WIDTH,ELONGATION,THICKNESS,PLAT_DEPTH,CORE_LENGTH,CORE_WIDTH,CORE_BREADTH,CORE_ELONGATION,TCSA,TCSP,BURINATION,REFERENCES
RI 99/5 (X15) [1],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,FE,ST,UNI,BF,NFO,SB,PLA,NCU,,,,,,,,,,,0.76,36.7,11.94,3.073701843,2.73,1.25,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X15) [2],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,ID,ST,SAP,BF,NFO,SB,PLA,NCU,,,,,,,,,,,1.15,37.66,10.32,3.649224806,2.83,1.61,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X15) [3],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,FE,ST,SAP,BF,NFO,SB,PLA,NCU,,,,,,,,,,,0.66,30.08,7.67,3.921773142,3.42,1.51,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X16 Y 163) [1],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,ID,ST,UNI,LF,NFO,BAB,B,NCU,,,,,,,,,,,3.82,41.27,20.86,1.978427613,3.53,1.5,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X16 Y 163) [2],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,CBOU,FE,ST,SAP,BLF,NFO,STB,PLA,NCU,,,,,,,,,,,4.72,43.98,13.09,3.359816654,8.33,7.12,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X16 Y 163) [3],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,ID,ST,UNI,BLF,NFO,STB,PLA,DT,,,,,,,,,,,0.43,23.63,7.66,3.084856397,2.62,2.72,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X16),RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,FE,ST,SAP,BF,NFO,SB,PLA,NCU,,,,,,,,,,,2.06,44.38,9.31,4.766917293,5.3,1.48,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X17) [1],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDNC,HI,ST,UNI,LF,NFO,BAB,PLA,NCU,,,,,,,,,,,6.8,46.71,22.3,2.094618834,4.86,2.41,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X17) [2],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDOC,ID,ST,SAP,LF,NFO,BAB,PLA,NCU,,,,,,,,,,,8.13,61.68,18.56,3.323275862,5.62,5.06,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X17) [3],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDNC,HI,ST,UNI,LF,NFO,SB,FTS,DT,,,,,,,,,,,1.56,34.71,12.42,2.79468599,3.36,2.44,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X17) [4],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,HI,EV,SAP,BLF,RCVF,TOB,FGTTS,DA,,,,,,,,,,,8.56,51.61,21.31,2.421867668,5.41,2.97,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X17) [5],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,CBOU,HI,EV,CONPE,BLF,NFO,SB,FTS,DA,,,,,,,,,,,7.85,49.61,24.93,1.989971921,11.05,3.05,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X17) [6],RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,TDNC,HI,ST,UNI,BLF,NFO,SB,PLA,DA,,,,,,,,,,,1.03,30.63,9.91,3.090817356,4.38,2.86,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 (X20),RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDNC,FE,EV,CON,BLF,RCVF,SB,FGTTS,DA,,,,,,,,,,,1.72,32.43,11.5,2.82,5.25,1.4,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 1/19 15/163B,RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDNC,FE,DI,CON,LF,NFO,TOB,FTS,NCU,,,,,,,,,,,7.92,59.64,24.37,2.447271235,6.84,5.03,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5 21/162 (X21),RIET,Rietberg (2),Germany,Complete,Backed Point,Backed Point (Unclassified),51.8,8.43,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,3.69,40.62,21.89,1.855641846,7.45,,,,,,81.54,35.13,N,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5/10 12 163B,RIET,Rietberg (5),Germany,Complete,Core,,51.8,8.43,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SS,FAC,CBI,N,N,N,Y,Y,,68.69,,,,,,56.61,29.05,39.8,1.948709122,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5/10 14/162C,RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,CBTHF,HI,ST,SAP,PBF,NFO,PUNB,FTS,DT,,,,,,,,,,,7.91,47.71,15.55,3.068167203,9.06,5.86,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5/10 19/16C,RIET,Rietberg (5),Germany,Complete,Core,,51.8,8.43,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SF,SRO,CUNI,Y,Y,N,Y,N,,132.74,,,,,,66.31,55.26,36.45,1.199963807,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5/110 12/164C,RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDNC,FE,ST,CON,NBOL,DB,BAB,B,B,,,,,,,,,,,6.27,48.72,16.91,2.881135423,6.51,4.94,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5/117  12/164C,RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,CBOFOC,PL,EV,BI,NBOL,DB,BAB,B,B,,,,,,,,,,,10.86,38.68,16.56,2.335748792,4.82,1.99,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
RI 99/5/1199 15/163B,RIET,Rietberg (5),Germany,Complete,Blade,,51.801,8.432,Excavation,Federmesser,Y,N,C14,12000,380,KN5380,,,,,,,,,,,,,,,Flint,THDNC,FE,ST,CON,BLF,NFO,LTB,FTS,NCU,,,,,,,,,,,5.12,56.89,19.22,2.959937565,5.7,2.11,,,,,,,,"Richter (2001, 2012); Holzkamper et al. (2013)"
ROTH_1978_52A_K54,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Flint,TDNC,FE,ST,UNI,BLF,NFO,LOB,FTS,DT,,,,,,,,,,,3.92,39.66,18.39,2.156606852,5.46,6.07,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1978_52A_No_Label,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Flint,CBOFOC,ID,ST,SAP,BF,NFO,LTB,PLA,NCU,,,,,,,,,,,4.2,43.95,11.78,3.73089983,7.23,3.75,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1978_52B,ROTH,Rothenkirchen,Germany,Complete,Backed Point,Backed Point (Unclassified),50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,1.75,30.8,11.54,2.66897747,4.21,,,,,,24.29,18.68,N,Hofbauer (1992); Riede (2012)
ROTH_1978_52B_K45,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Ludite,TDNC,FE,ST,BI,NBOL,NFO,PUNB,PLA,NCU,,,,,,,,,,,0.88,33.81,9.67,3.496380558,6.53,1.26,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1978_52B_No_Label,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Flint,TDOC,ID,ST,UNI,BLF,NFO,LTB,PLA,NCU,,,,,,,,,,,28.46,68.86,30.53,2.255486407,8.12,9.53,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1978_52B_No_Label_2,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Ludite,TDNC,ID,DI,BI,NBOL,NFO,PUNB,PLA,NCU,,,,,,,,,,,6.56,49.19,20.51,2.398342272,7.56,2.23,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1984_24_12B,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Ludite,TDOC,ID,DI,UND,BLF,NFO,PUNB,PLA,CU,,,,,,,,,,,3.84,41.13,15.79,2.604813173,6.43,1.26,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1985_156_89,ROTH,Rothenkirchen,Germany,Complete,Backed Point,Backed Point (Unclassified),50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Ludite,,,,,,,,,,,,,,,,,,,PROXIMAL,0.53,26.61,7.51,3.543275632,3.91,,,,,,14.68,12.93,N,Hofbauer (1992); Riede (2012)
ROTH_1985_20_19B,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Ludite,TDOC,ID,ST,UNI,LF,NFO,PUNB,PLA,NCU,,,,,,,,,,,10.86,67.58,20.41,3.311121999,5.43,1.96,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1985_22_7B,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Ludite,TDOC,ID,DI,UND,BF,NFO,LTB,PLA,DT,,,,,,,,,,,3.11,43.46,14.33,3.032798325,6.54,2.93,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1985_23_176,ROTH,Rothenkirchen,Germany,Complete,Backed Point,Backed Point (Unclassified),50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,0.55,26.54,7.55,3.515231788,3.85,,,,,,14.53,12.94,N,Hofbauer (1992); Riede (2012)
ROTH_1985_29_169,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Ludite,TDOC,ID,ST,UNI,LF,NFO,BAB,B,NCU,,,,,,,,,,,0.83,31.99,6.65,4.810526316,5.42,1.25,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1985_30_14A,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Ludite,TDNC,ID,ST,UND,LF,NFO,PUNB,PLA,NCU,,,,,,,,,,,0.78,27.49,6.62,4.152567976,5.31,2.75,,,,,,,,Hofbauer (1992); Riede (2012)
ROTH_1985_42B,ROTH,Rothenkirchen,Germany,Complete,Backed Point,Backed Point (Unclassified),50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,,,Ludite,,,,,,,,,,,,,,,,,,,PROXIMAL,0.36,21.79,8.52,2.557511737,4.01,,,,,,17.08,14.37,N,Hofbauer (1992); Riede (2012)
ROTH_1995_102,ROTH,Rothenkirchen,Germany,Complete,Core,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Flint,,,,,,,,,,OP,SF,FURO,CBI,Y,N,N,N,N,,32.56,,,,,,49.36,21.54,25.67,2.291550604,,,,Hofbauer (1992); Riede (2012)
ROTH_1995_102_2,ROTH,Rothenkirchen,Germany,Complete,Core,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Flint,,,,,,,,,,OP,SS,FURO,CUNI,N,N,N,N,N,,48.18,,,,,,46.64,23.21,22.85,2.009478673,,,,Hofbauer (1992); Riede (2012)
ROTH_1995_122A,ROTH,Rothenkirchen,Germany,Complete,Blade,,50.721,9.703,Excavation,Federmesser,Y,N,,,,,,,,,,,,,,,,,Teph,Allerod,Flint,THDOC,PL,DI,CON,LF,NFO,PUNB,PLA,DT,,,,,,,,,,,30.83,81.14,33.23,2.441769485,8.42,2.96,,,,,,,,Hofbauer (1992); Riede (2012)
S_20_4_USII,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,DS,FURO,CUNI,N,N,N,N,N,,130.96,,,,,,56.02,42.53,40.29,1.317187867,,,,Salomonsson (1964)
S_21_5_USII,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SS,FURO,CUNI,N,N,N,N,N,,109.04,,,,,,53.57,16.2,14.3,3.306790123,,,,Salomonsson (1964)
S_25_1_USIV_GS,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,HI,ST,BI,PBF,RCVF,LOB,PLA,DATR,,,,,,,,,,,12.66,73.93,23.54,3.140611725,6.91,5.29,,,,,,,,Salomonsson (1964)
S_25_10_USI,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,HI,ST,UNI,BF,RCVF,LTB,PLA,DA,,,,,,,,,,,11.91,62.45,24.51,2.547939616,6.74,6.4,,,,,,,,Salomonsson (1964)
S_25_11_USI,SEGE,Segebro,Sweden,Complete,Tanged Point,Tanged Point (Unclassified),12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,7.31,64.53,16.78,3.845649583,5.72,,,,,,47.99,26.93,N,Salomonsson (1964)
S_25_4_USI,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,FE,VB,UNI,BLF,NFO,LTB,PLA,DA,,,,,,,,,,,18.08,83.87,27.2,3.083455882,10.04,4.17,,,,,,,,Salomonsson (1964)
S_26_1_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,FE,ST,UNI,BF,RCVF,STB,PLA,NCU,,,,,,,,,,,33.89,87.34,40.25,2.169937888,11.43,4.99,,,,,,,,Salomonsson (1964)
S_26_4_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,PL,DI,UNI,BLF,RCVF,LTB,FTS,DT,,,,,,,,,,,43.67,96.15,34.63,2.776494369,9.55,10.71,,,,,,,,Salomonsson (1964)
S_26_4_US_2,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,THDNC,PL,ST,UNI,BLF,RCVF,LTB,PLA,DT,,,,,,,,,,,24,43.73,34.28,1.275670945,8.72,12.76,,,,,,,,Salomonsson (1964)
S_26_4_US_3,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,HI,EV,UNI,BF,RCVF,LTB,PLA,DT,,,,,,,,,,,12.57,68.51,23.74,2.885846672,6.91,5.28,,,,,,,,Salomonsson (1964)
S_26_4_US_4,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,FE,DI,CONPE,BLF,RCVF,LTB,PLA,NCU,,,,,,,,,,,19.02,75.43,37.86,1.992340201,8.44,5.17,,,,,,,,Salomonsson (1964)
S_26_4_US_5,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,FE,VB,UNI,BF,NFO,LOB,PLA,DT,,,,,,,,,,,3.57,65.32,12.39,5.271993543,7.8,2.35,,,,,,,,Salomonsson (1964)
S_26_5_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,FE,ST,UNI,BLF,RCVF,LTB,PLA,DT,,,,,,,,,,,51.19,78.95,49.09,1.608270524,8.21,15.74,,,,,,,,Salomonsson (1964)
S_27.528_4_USII,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,SS,SRO,CUNI,N,N,N,N,N,,60,,,,,,42.05,20.85,21.32,2.016786571,,,,Salomonsson (1964)
S_27.528_6_US,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,SS,FURO,CUNI,N,N,N,N,N,,149.26,,,,,,69.26,60.58,49.53,1.143281611,,,,Salomonsson (1964)
S_27_0_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,FE,DI,UNI,BF,NFO,LTB,PLA,CU,,,,,,,,,,,7.31,52.29,18.56,2.817349138,6.83,5.53,,,,,,,,Salomonsson (1964)
S_27_0_US_2,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,THDOC,ID,DI,UNI,BLF,NFO,LOB,PLA,DA,,,,,,,,,,,7.39,68.17,16.96,4.019457547,8.29,4.25,,,,,,,,Salomonsson (1964)
S_27_2_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,FE,ST,UNI,BF,RCVF,SB,PLA,DT,,,,,,,,,,,18.95,93.07,27.88,3.338235294,7.22,7.31,,,,,,,,Salomonsson (1964)
S_27_2_US_2,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,FE,DI,UNI,PBF,RCVF,LTB,PLA,NCU,,,,,,,,,,,10.49,51.47,24.08,2.137458472,5.84,8.92,,,,,,,,Salomonsson (1964)
S_27_3_US,SEGE,Segebro,Sweden,Complete,Tanged Point,Tanged Point (Unclassified),12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,6.77,65.32,19.21,3.400312337,4.81,,,,,,46.2,29.95,N,Salomonsson (1964)
S_27_3_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,MDF,PL,DI,UNI,PBF,RCVF,LTB,PLA,DATR,,,,,,,,,,,55.26,84.53,34.49,2.45085532,11.43,8.83,,,,,,,,Salomonsson (1964)
S_27_4_US17,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDOC,HI,DI,UNI,BF,NFO,STB,PLA,DT,,,,,,,,,,,21.28,77.08,24.38,3.161607875,5.41,4.4,,,,,,,,Salomonsson (1964)
S_27_5_US,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SF,FRO,CUNI,N,N,N,N,N,,253,,,,,,82.43,74.32,60.54,1.109122713,,,,Salomonsson (1964)
S_27_5_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,FE,DI,UNI,BLF,NFO,LTB,PLA,DT,,,,,,,,,,,15.79,74.74,30.37,2.460981231,5.55,6.15,,,,,,,,Salomonsson (1964)
S_28_2_USIV_I,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,SS,FRO,CUNI,N,N,N,N,N,,112.59,,,,,,66.45,56.74,45.4,1.171131477,,,,Salomonsson (1964)
S_28_2_USIV_II,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,SS,FRO,CM,N,N,N,N,N,,98.64,,,,,,59.28,38.2,32.02,1.551832461,,,,Salomonsson (1964)
S_28_3,SEGE,Segebro,Sweden,Complete,Tanged Point,Tanged Point (Unclassified),12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,LATERAL,2.81,59.76,17.54,3.407069555,6.21,,,,,,54.46,28.29,N,Salomonsson (1964)
S_28_3_USII,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,DS,FRO,CBI,N,N,N,N,N,,189.56,,,,,,82.71,65.54,59.71,1.261977418,,,,Salomonsson (1964)
S_28_6_USI,SEGE,Segebro,Sweden,Complete,Tanged Point,Tanged Point (Unclassified),12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,,,,,,,,,,PROXIMAL,3.22,43.73,15.42,2.835927367,6.28,,,,,,48.42,25.36,N,Salomonsson (1964)
S_29_2_USII,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,SS,FURO,CUNI,N,N,N,N,N,,99.49,,,,,,45.04,36.54,30.45,1.232621784,,,,Salomonsson (1964)
S_29_8_USIII,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,OP,DS,SRO,CUNI,N,N,N,N,N,,82.05,,,,,,55.91,38.91,33.12,1.43690568,,,,Salomonsson (1964)
S_2930_4_US,SEGE,Segebro,Sweden,Complete,Core,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,,,,,,,,,,TP,SS,FURO,CM,N,N,N,N,N,,221.01,,,,,,84.14,69.48,65.88,1.21099597,,,,Salomonsson (1964)
S_30_3_USI,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,FE,DI,UNI,BF,RCB,LOB,PLA,DATR,,,,,,,,,,,27.56,84.68,28.33,2.989057536,5.85,4.73,,,,,,,,Salomonsson (1964)
S_30_5_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,FE,ST,UNI,NBOL,DB,LOB,PLA,DT,,,,,,,,,,,42.19,82.6,36.21,2.281137807,9.12,8.24,,,,,,,,Salomonsson (1964)
S_30_7_US,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,HI,ST,UNI,BLF,NFO,STB,PLA,DATR,,,,,,,,,,,11.46,68.35,25.32,2.699447077,5.63,3.3,,,,,,,,Salomonsson (1964)
S_30_7_US_2,SEGE,Segebro,Sweden,Complete,Blade,,12.976,55.234,Excavation,Bromme,N,Y,,,,,,,,,,,,,,,,,,,Flint,TDNC,HI,ST,UNI,PBF,RCVF,LTB,PLA,DATR,,,,,,,,,,,46.12,80.65,37.64,2.142667375,7.1,8.25,,,,,,,,Salomonsson (1964)
